taxid,group_id,disposition,description,penalty,type
960146,1,GUILTY,"while on-duty, during an integrity test, failed to prepare a Domestic Incident Report.",VACATION DAYS (20 day(s) ),charge
960146,1,GUILTY,"while on-duty, failed or neglected to make required entries in his Activity Log.",VACATION DAYS (20 day(s) ),charge
960146,1,GUILTY,"while on-duty,  made inaccurate or incomplete statements during official Department interviews.",VACATION DAYS (20 day(s) ),charge
960147,1,GUILTY,engaged in a physical altercation.,VACATION DAYS (20 day(s) ),charge
946731,1,PLEADED GUILTY,FAILED AND NEGLECTED TO PROPERLY PROCESS AND VOUCHER PURPORTED LOST PROPERTY RECEIVED FROM A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (10 day(s) ),charge
946731,1,PLEADED GUILTY,IMPROPERLY GAVE PURPORTED LOST PROPERTY TO AN UNLAWFUL OWNER OF SAID PROPERTY.,VACATION DAYS (10 day(s) ),charge
941333,1,PLEADED GUILTY,Living outside the state or permissible counties.,VACATION DAYS (20 day(s) ),charge
960150,1,PLEADED GUILTY,Failed to safeguard a firearm.,VACATION DAYS (20 day(s) ),charge
960150,1,PLEADED GUILTY,Violated uniform rules.,VACATION DAYS (20 day(s) ),charge
948606,1,GUILTY,Misuse of time.,VACATION DAYS (10 day(s) ),charge
948606,1,GUILTY,"Failed to make required entries in Department Logs (Command Log, Roll Call, Activity Log,
Vehicle Movement/Utilization, Radio Log, Vehicle Assignment, DV Activity Log).",VACATION DAYS (10 day(s) ),charge
948606,1,GUILTY,Off post.,VACATION DAYS (10 day(s) ),charge
949989,1,GUILTY,"WHILE OFF-DUTY, FAILED TO SAFEGUARD HIS OFF-DUTY FIREARM",VACATION DAYS (20 day(s) ),charge
949989,1,GUILTY,"WHILE OFF-DUTY, FAILED TO BE IN POSSESSION OF HIS DEPARTMENT ISSUED SHIELD WHILE ARMED",VACATION DAYS (20 day(s) ),charge
949991,1,GUILTY,"WHILE ON-DUTY, PROVIDED FALSE AND/OR MISLEADING STATEMENTS TO PATROL SUPERVISOR WHEN ASKED ABOUT DETAILS OF AN INCIDENT INVOLVING A MOTORCYCLE ACCIDENT.",VACATION DAYS (25 day(s) ),charge
932247,1,GUILTY,Made improper contact/communications,VACATION DAYS (45 day(s) ),charge
932247,1,GUILTY,Wrongfully touched another Member of the Service,VACATION DAYS (45 day(s) ),charge
932249,1,GUILTY,"WHILE ON-DUTY, WAS COMPENSATED FOR ENFORCEMENT DUTIES NOT PERFORMED DURING REGULARLY SCHEDULED TOURS OF DUTY.","FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (20 day(s) )",charge
932249,1,GUILTY,WHILE ON-DUTY SUBMITTED COMPENSATORY OVERTIME REPORTS FOR ENFORCEMENT DUTIES THAT WERE NOT PERFORMED DURING REGULAR TOUR HOURS.,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (20 day(s) )",charge
932249,1,GUILTY,WHILE ON-DUTY DID FAIL AND NEGLECT TO SIGN IN AT THE COMMENCEMENT OF AND AT THE COMPLETION OF TOUR.,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (20 day(s) )",charge
938326,1,GUILTY,ARRESTED A PERSON KNOWN TO THE DEPARTMENT WITHOUT HAVING THE REQUISITE LEGAL AUTHORITY TO  DO SO.,VACATION DAYS (5 day(s) ),charge
934386,1,GUILTY,"WHILE OFF-DUTY, ENGAGED IN A VERBAL ARGUMENT AND PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (20 day(s) )",charge
946738,1,GUILTY,SAID POLICE OFFICER SUBMITTED AN OVERTIME REPORT TO THE DEPARTMENT AND RECEIVED A CASH PAYMENT FOR APPROXIMATELY FOUR (4) HOURS AND FIFTEEN (15) MINUTES THAT HE DID NOT PERFORM.,"RESTITUTION ($312), VACATION DAYS (15 day(s) )",charge
946738,1,GUILTY,"WRONGFULLY CAUSED A FALSE ENTRY TO BE MADE IN DEPARTMENT RECORDS, OVERTIME REPORT.","RESTITUTION ($312), VACATION DAYS (15 day(s) )",charge
946738,1,GUILTY,FAIL TO MAKE ACTIVITY LOG ENTRIES AS REQUIRED.,"RESTITUTION ($312), VACATION DAYS (15 day(s) )",charge
946738,1,GUILTY,FAILED TO NOTIFY THE DESK OFFICER UPON HIS DISMISSAL FROM COURT.,"RESTITUTION ($312), VACATION DAYS (15 day(s) )",charge
963371,1,PLEADED GUILTY,Improper Use of Force,VACATION DAYS (20 day(s) ),charge
933607,1,PLEADED GUILTY,FAILED TO REMAIN AT THE SCENE OF AN OFF-DUTY INCIDENT.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (20 day(s) )",charge
933607,1,GUILTY,MADE FALSE/MISLEADING/INACCURATE STATEMENTS TO SUPERVISORS/INVESTIGATORS/ADA.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (20 day(s) )",charge
933607,1,PLEADED GUILTY,CRIMINAL MISCHIEF.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (20 day(s) )",charge
933607,1,GUILTY,FAILED TO OBEY A LAWFUL ORDER/DIRECTION.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (20 day(s) )",charge
946739,1,PLEADED GUILTY,Operated a motor vehicle while under the influence of an intoxicant.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge
946739,1,PLEADED GUILTY,Operated a motor vehicle while their ability was impaired.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge
946739,1,PLEADED GUILTY,Refused to submit to a breathalyzer test.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge
946739,1,PLEADED GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge
946739,1,PLEADED GUILTY,Failed to identify themselves as a police officer.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge
946739,1,PLEADED GUILTY,Failed to make proper notifications.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge
949837,1,PLEADED GUILTY,"WHILE ON-DUTY, FAILED TO GENERATE A COMPLAINT REPORT WORKSHEET AFTER BEING INFORMED THAT A COMPLAINANT WAS THE VICTIM OF A CRIME, AS REQUIRED",VACATION DAYS (10 day(s) ),charge
941342,1,GUILTY,WRONGFULLY INTERFERED WITH A DEPARTMENT INVESTIGATION.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (40 day(s) )",charge
941342,1,GUILTY,WRONGFULLY USED HIS POSITION AS A MEMBER OF SERVICE TOATTEMPT TO HAVE AN IMPOUNDED VEHICLE RELEASED TO HIM WITHOUT PAYMENT.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (40 day(s) )",charge
941342,1,GUILTY,FAILED TO REPORT OFF - DUTY INCIDENT TO DEPARTMENT.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (40 day(s) )",charge
970974,1,PLEADED GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (30 day(s) )",charge
970974,1,PLEADED GUILTY,Failed to make proper notifications.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (30 day(s) )",charge
970974,1,PLEADED GUILTY,Made computer inquiries unrelated to official Department business.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (30 day(s) )",charge
937974,1,GUILTY,WRONGFULLY ARRESTED AN INDIVIDUAL KNOWN TO THE DEPARTMENT WITHOUT LEGAL AUTHORITY TO DO SO.,VACATION DAYS (10 day(s) ),charge
937974,1,GUILTY,FAILED TO MAKE ACTIVITY LOG ENTRIES .,VACATION DAYS (10 day(s) ),charge
937974,1,GUILTY,WRONGFULLY STOPPED AN INDIVIDUAL KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (10 day(s) ),charge
971313,1,PLEADED GUILTY,"INVOLVED IN A PHYSICAL ALTERCATION
INVOLVED IN A VERBAL ALTERCATION","COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (25 day(s) )",charge
971313,1,PLEADED GUILTY,"INVOLVED IN A PHYSICAL ALTERCATION
ENDANGERED THE WELFARE OF A CHILD","COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (25 day(s) )",charge
971313,1,PLEADED GUILTY,CRIMINAL MISCHIEF,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (25 day(s) )",charge
951501,1,GUILTY,"WHILE OFF-DUTY, DID WRONGFULLY ENGAGE IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARRTMENT","COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge
951501,1,GUILTY,"WHILE OFF DUTY, AFTER BEING INVOLVED IN AN UNUSUAL POLICE OCURRENCE, WRONGFULLY FAILED AND NEGLECTED TO REQUEST THE RESPONSE OF A PATROL SUPERVISOR IN THE PRECINCT OF OCCURRENCE","COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge
951501,1,GUILTY,WRONGFULLY FAILED AND NEGLECTED TO NOTIFY DEPARTMENT OF SOCIAL CHANGE,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge
921914,1,PLEADED GUILTY,"FAILED TO FOLLOW PROPER PROCEDURES FOR HANDLING AND CLEANING OF FIREARM, RESULTING IN DISCHARGE.",VACATION DAYS (17 day(s) ),charge
921914,1,PLEADED GUILTY,FAILED AND NEGLECTED TO UTILIZE AVAILABLE FIREARMS SAFETY STATION.,VACATION DAYS (17 day(s) ),charge
953634,1,GUILTY,"WHILE ON-DUTY, CAUSED A SUMMONS TO BE ISSUED TO A PERSON KNOWN TO THE DEPARTMENT FOR VIOLATION OF PARK RULES.",VACATION DAYS (2 day(s) ),charge
953634,1,GUILTY,"WHILE ON-DUTY, CAUSED A SUMMONS TO BE ISSUED TO A PERSON KNOWN TO THE DEPARTMENT FOR VIOLATION OF PARK RULES.",VACATION DAYS (2 day(s) ),charge
953634,2,GUILTY,WRONGFULLY AND WITHOUT JUST CAUSE USED EXCESSIVE FORCE TO CLEAR A CROWD OF PROTESTORS.,VACATION DAYS (30 day(s) ),charge
953634,2,GUILTY,WRONGFULLY AND WITHOUT JUST CAUSE USED EXCESSIVE FORCE ON AN INDIVIDUAL KNOWN TO THE DEPARTMENT.,VACATION DAYS (30 day(s) ),charge
953634,2,GUILTY,FAILED TO REPORT AN INCIDENT IN WHICH FORCE WAS USED.,VACATION DAYS (30 day(s) ),charge
937975,1,GUILTY,WHILE OFF-DUTY WRONGFULLY OPERATED A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (15 day(s) )",charge
937975,1,GUILTY,WHILE OFF-DUTY WRONGFULLY OPERATED A MOTOR VEHICLE WHILE HIS ABILITY TO OPERATE SUCH MOTOR VEHICLE WAS IMPAIRED BY THE CONSUMPTION OF ALCOHOL.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (15 day(s) )",charge
937975,1,GUILTY,WHILE OFF-DUTY WRONGFULLY REFUSED TO SUBMIT TO A CHEMICAL BREATH TEST TO DETERMINE HIS BLOOD ALCOHOL CONCENTRATION.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (15 day(s) )",charge
937975,1,GUILTY,WHILE OFF-DUTY WAS UNFIT FOR DUTY DUE TO HIS CONSUMPTION OF ALCOHOL.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (15 day(s) )",charge
937975,1,GUILTY,WHILE OFF-DUTY WAS WRONGFULLY INVOLVED IN A VEHICLE COLLISION.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (15 day(s) )",charge
939872,1,GUILTY,"WHILE OFF-DUTY DID WRONGFULLY PLACED HIS HAND ON, AND APPLY PRESSURE TO, THE NECK OF ANOTHER PERSON.","COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (32 day(s) )",charge
892728,1,GUILTY,Fraternization.,VACATION DAYS (20 day(s) ),charge
956391,1,PLEADED GUILTY,Trespass.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (13 day(s) )",charge
956391,1,PLEADED GUILTY,Conduct Prejudicial.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (13 day(s) )",charge
956391,1,PLEADED GUILTY,Failed to obey a lawful order/direction.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (13 day(s) )",charge
952412,1,GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (10 day(s) )",charge
952412,1,GUILTY,Involved in a physical altercation.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (10 day(s) )",charge
952412,1,GUILTY,Failed to safeguard a firearm (resulting in loss/theft or not).,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (10 day(s) )",charge
952412,1,GUILTY,Unfit for duty while armed.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (10 day(s) )",charge
952412,1,GUILTY,"Failed to safeguard Department property (not equipment, i.e.: ID card, shield, radio, parking plaque, Activity Log, cellphone, uniform apparel, vehicle, office, desk).","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (10 day(s) )",charge
915231,1,PLEADED GUILTY,Improperly used Department property/resources/equipment.,VACATION DAYS (35 day(s) ),charge
915231,1,PLEADED GUILTY,Failed to safeguard Department property.,VACATION DAYS (35 day(s) ),charge
915231,1,PLEADED GUILTY,Disobeyed traffic-control device.,VACATION DAYS (35 day(s) ),charge
915231,1,PLEADED GUILTY,Improperly used Department property/resources/equipment.,VACATION DAYS (35 day(s) ),charge
942751,1,GUILTY,WAS DISCOURTEOUS TO A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (20 day(s) ),charge
942751,1,GUILTY,FAILED AND NEGLECTED TO COMPLY WITH AN ORDER DIRECTED BY A SERGEANT.,VACATION DAYS (20 day(s) ),charge
942751,1,GUILTY,"WITHOUT JUST CAUSE OPERATED A DEPARTMENT VEHICLE FOR A NON-DEPARTMENT PURPOSE, WITHOUT PERMISSION OR AUTHORITY TO DO SO.",VACATION DAYS (20 day(s) ),charge
941348,1,GUILTY,"while on-duty, wrongfully recommended a specific tow truck driver.","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
941348,1,GUILTY,"while on-duty, during his official Department interview made false or misleading statement.","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
954489,1,GUILTY,Operated a motor vehicle while under the influence of an intoxicant.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), VACATION DAYS (25 day(s) )",charge
954489,1,GUILTY,Operated a motor vehicle while their ability was impaired.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), VACATION DAYS (25 day(s) )",charge
954489,1,GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), VACATION DAYS (25 day(s) )",charge
954489,1,GUILTY,Operated a motor vehicle recklessly.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), VACATION DAYS (25 day(s) )",charge
936136,1,GUILTY,Failed to conduct an investigation.,PRE-TRIAL SUSPENSION DAYS (33 day(s) ),charge
939815,1,GUILTY,"WHILE OFF-DUTY AND OUT OF STATE, IMPEDED AN INVESTIGATION INTO THE WHEREABOUTS OF ANOTHER MEMBER OF SERVICE.",VACATION DAYS (18 day(s) ),charge
939815,1,GUILTY,"WHILE OFF-DUTY, FAILED TO NOTIFY THE OPERATIONS DIVISION UPON BECOMING INVOLVED IN A UNUSUAL POLICE OCCURRENCE TO WHICH HE WAS A PARTICIPANT OR A WITNESS.",VACATION DAYS (18 day(s) ),charge
939815,1,GUILTY,"WHILE OFF-DUTY, FAILED TO MAKE HIMSELF AVAILABLE TO THE DUTY CAPTAIN, UPON LEARNING THAT THE DUTY CAPTAIN WAS RESPONDING.",VACATION DAYS (18 day(s) ),charge
948300,1,PLEADED GUILTY,"DID KNOWINGLY ASSOCIATE WITH PERSONS OR ORGANIZATIONS REASONABLY BELIEVED TO  BE ENGAGED IN, LIKELY TO ENGAGE IN, OR TO HAVE ENGAGED IN CRIMINAL ACTIVITIES.","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
948300,1,PLEADED GUILTY,ENGAGED IN A ROMANTIC RELATIONSHIP WITH A PERSON KNOWN TO THE DEPARTMENT AFTER PLACING HER UNDER ARREST AND DURING THE PENDENCY OF HER CRIMINAL MATTER.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
941351,1,GUILTY,WRONGFULLY USED FORCE AGAINST AN INDIVIDUAL KNOWN TO THE DEPARTMENT WITHOUT POLICE NECESSITY.,VACATION DAYS (20 day(s) ),charge
946395,1,GUILTY,"WHILE ON-DUTY, FAILED TO COMPLY WITH AN ORDER ISSUED BY A SUPERVISING LIEUTENANT.",VACATION DAYS (20 day(s) ),charge
946395,1,GUILTY,"ENGAGED IN CONDUCT PREJUDICIAL TO THE GOOD ORDER, EFFICIENCY OR DISCIPLINE OF THE DEPARTMENT, TO WIT:  CALLED IN SICK AFTER SHE WAS DENIED EXCUSAL FROM A DETAIL SHE HAD BEEN ASSIGNED TO ON THAT DAY.",VACATION DAYS (20 day(s) ),charge
961020,1,PLEADED GUILTY,Operated a motor vehicle while their ability was impaired.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (40 day(s) )",charge
961020,1,PLEADED GUILTY,Operating a motor vehicle while under the influence of alcohol or drugs.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (40 day(s) )",charge
961020,1,PLEADED GUILTY,Refused to submit to a breathalyzer test.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (40 day(s) )",charge
961020,1,PLEADED GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (40 day(s) )",charge
961020,1,GUILTY,Involved in a physical altercation.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (40 day(s) )",charge
961020,1,PLEADED GUILTY,Violated uniform rules.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (40 day(s) )",charge
944249,1,GUILTY,"ON DUTY,  SEARCHED PREMISES WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (7 day(s) ),charge
937996,1,GUILTY,FAILED AND NEGLECTED TO REMAIN ALERT WHILE GUARDING A PRISONER.,VACATION DAYS (10 day(s) ),charge
937996,1,GUILTY,FAILED AND NEGLECTED TO MAINTAIN HIS ACTIVITY LOG AS REQUIRED.,VACATION DAYS (10 day(s) ),charge
964892,1,PLEADED GUILTY,Failed to conduct an investigation.,VACATION DAYS (40 day(s) ),charge
964892,2,PLEADED GUILTY,Made or caused to be made false or inaccurate entries in non-Department records.,VACATION DAYS (40 day(s) ),charge
964892,2,PLEADED GUILTY,Failed to make proper notifications (Operations Unit).,VACATION DAYS (40 day(s) ),charge
964892,2,PLEADED GUILTY,Failed to cooperate in an investigation.,VACATION DAYS (40 day(s) ),charge
964892,2,PLEADED GUILTY,Discourtesy.,VACATION DAYS (40 day(s) ),charge
944333,1,PLEADED GUILTY,Wrongfully used physical force.,VACATION DAYS (15 day(s) ),charge
944333,1,PLEADED GUILTY,Failed to make activity log entries,VACATION DAYS (15 day(s) ),charge
934417,1,PLEADED GUILTY,Failed to maintain activity log while on duty.,VACATION DAYS (15 day(s) ),charge
934417,1,PLEADED GUILTY,Failed to make proper notifications while on duty.,VACATION DAYS (15 day(s) ),charge
972401,1,PLEADED GUILTY,Failed to conduct an investigation.,VACATION DAYS (21 day(s) ),charge
972401,1,PLEADED GUILTY,Failed to activate their body-worn camera.,VACATION DAYS (21 day(s) ),charge
940898,1,PLEADED GUILTY,Operated a motor vehicle while their ability was impaired.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (31 day(s) ), VACATION DAYS (40 day(s) )",charge
940898,1,PLEADED GUILTY,Refused to submit to a breathalyzer test.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (31 day(s) ), VACATION DAYS (40 day(s) )",charge
940898,1,PLEADED GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (31 day(s) ), VACATION DAYS (40 day(s) )",charge
940898,1,PLEADED GUILTY,Operated a motor vehicle while under the influence of an intoxicant.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (31 day(s) ), VACATION DAYS (40 day(s) )",charge
940898,1,PLEADED GUILTY,Failed to identify themselves as a police officer.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (31 day(s) ), VACATION DAYS (40 day(s) )",charge
941364,1,PLEADED GUILTY,Operated a motor vehicle while under the influence of an intoxicant.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
941364,1,PLEADED GUILTY,Operated a motor vehicle while under the influence of an intoxicant.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
941364,1,PLEADED GUILTY,Operated a motor vehicle while their ability was impaired.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
941364,1,PLEADED GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
